Name,File,Age,Gender,Race,Language,Words,Seconds,WPS,Readability,F0mean,F0median,YT_WER,FB_WER,MS_WER,GM_WER,WX_WER,ZM_WER,BJ_WER
Shigeru Ban,ShigeruBan_2013X,56,M,Asian,L2,1806,703,2.569,6.74,147.92,131.15,0.19546,0.2309,0.22813,0.26024,0.28184,0.28295,0.2464
Shirin Neshat,ShirinNeshat_2010W,53,F,White,L2,1394,641,2.175,7.03,213.03,222.22,0.04304,0.05882,0.05093,0.07963,0.12912,0.07891,0.06026
Shivani Siroya,ShivaniSiroya_2016U,,F,Asian,US,1201,495,2.426,6.92,249.52,262.3,0.03437,0.04359,0.03772,0.03772,0.05197,0.05029,0.05365
Shlomo Benartzi,ShlomoBenartzi_2011S,,M,White,L2,2440,1062,2.298,5.99,171.7,156.86,0.05776,0.06477,0.06642,0.09983,0.10809,0.11427,0.09035
Shonda Rhimes,ShondaRhimes_2016,46,F,Black,US,3050,1128,2.703,5.92,166.13,158.42,0.02328,0.03738,0.04066,0.17049,0.10328,0.07279,0.09541
Siddhartha Roy,SiddharthaRoy_2016X,62,M,Asian,Non-US,1895,878,2.159,8.33,159.75,155.34,0.0438,0.06596,0.05435,0.0591,0.08707,0.07441,0.06491
Siegfried Woldhek,SiegfriedWoldhek_2008,57,M,White,L2,665,258,2.578,6.49,144.84,125,0.03158,0.0782,0.0812,0.06316,0.13534,0.07368,0.0812
Simon Anholt,SimonAnholt_2016X,,M,White,Non-US,2504,900,2.783,6.65,146.32,136.75,0.02599,0.03719,0.02639,0.03798,0.06677,0.04238,0.03758
Simon Sinek,SimonSinek_2014,41,M,White,Non-US,1969,719,2.739,6.68,163.07,140.35,0.03049,0.04726,0.03303,0.05945,0.05996,0.05081,0.04624
Sir Ken Robinson,SirKenRobinson_2006,56,M,White,Non-US,3105,1165,2.664,6.28,158.78,132.23,0.12045,0.11981,0.12754,0.3211,0.20322,0.14654,0.19968
Sisonke Msimang,SisonkeMsimang_2016W,,F,Black,Non-US,1948,770,2.529,6.85,206.16,200,0.03236,0.04417,0.03287,0.03801,0.04674,0.04982,0.04366
Siyanda Mohutsiwa,SiyandaMohutsiwa_2016,23,F,Black,Non-US,1914,867,2.209,7.49,214.1,210.53,0.0303,0.05068,0.06426,0.06165,0.1092,0.07419,0.06008
Skylar Tibbits,SkylarTibbits_2013U,,M,White,US,1257,503,2.5,7.49,169.55,153.85,0.0366,0.08353,0.07955,0.04614,0.11217,0.06603,0.07558
Sonia Shah,SoniaShah_2013G,44,F,Asian,US,2547,918,2.775,6.58,212.78,207.79,0.04204,0.06994,0.04833,0.06405,0.11159,0.06916,0.07544
Spencer Wells,SpencerWells_2007G,38,M,White,US,3975,1248,3.186,6.95,148.24,114.29,0.04556,0.06469,0.04027,0.05336,0.08356,0.06544,0.05814
Srdja Popovic,SrdjaPopovic_2011X,38,M,White,L2,1995,720,2.77,7.02,153.58,132.23,0.1193,0.13534,0.1188,0.15489,0.20301,0.16341,0.17744
Stacy Smith,StacySmith_2016W,,F,White,US,2133,948,2.25,6.99,210.5,210.53,0.03473,0.05678,0.05162,0.05725,0.08024,0.0596,0.05725
Stefan Larsson,StefanLarsson_2013S,,M,White,L2,1888,776,2.432,6.84,165.78,153.85,0.05096,0.06157,0.07006,0.07803,0.12686,0.10085,0.09448
Stefano Mancuso,StefanoMancuso_2010G,45,M,White,L2,1879,827,2.272,6.7,173.07,168.42,0.13159,0.14438,0.13372,0.28716,0.252,0.17688,0.1918
Stefan Wolff,StefanWolff_2010G,41,M,White,L2,2150,1052,2.043,7.88,164.21,156.86,0.02932,0.06654,0.04048,0.04886,0.10889,0.05817,0.04653
Stella Young,StellaYoung_2014X,32,F,White,Non-US,1322,557,2.375,6.46,223.3,216.22,0.06884,0.07867,0.10136,0.10136,0.27156,0.15129,0.12103
Stephanie Busari,StephanieBusari_2017S,40,F,Black,Non-US,891,391,2.281,6.9,201.07,205.13,0.03143,0.03704,0.0303,0.06061,0.13131,0.06958,0.04377
Stephen Burt,StephenBurt_2013G,42,M,White,US,1899,793,2.396,6.93,198.67,190.48,0.03686,0.05371,0.03581,0.0674,0.10795,0.06793,0.06214
Stephen Cave,StephenCave_2013X,,M,White,Non-US,2447,933,2.622,6.93,165.86,155.34,0.0143,0.03392,0.01635,0.02942,0.06579,0.03024,0.03392
Stephen Friend,StephenFriend_2014,,M,White,US,1634,640,2.554,7.05,166.19,139.13,0.03552,0.05144,0.04042,0.0496,0.08389,0.06124,0.05083
Stephen Palumbi,StephenPalumbi_2010Z,54,M,White,US,2656,940,2.826,6.61,189.16,136.75,0.03729,0.04708,0.03917,0.07608,0.08851,0.06252,0.05235
Stephen Petranek,StephenPetranek_2015,,M,White,US,2689,1039,2.588,6.63,149.46,125.98,0.01454,0.02684,0.02199,0.02311,0.06485,0.04249,0.04025
Stephen Wilkes,StephenWilkes_2016,59,M,White,US,1890,761,2.484,7.06,156.4,122.14,0.03915,0.05185,0.04339,0.05397,0.07143,0.0619,0.04974
Steve Howard,SteveHoward_2013G,37,M,White,Non-US,2280,798,2.856,6.68,176.5,125,0.04638,0.06272,0.05565,0.0689,0.10601,0.06714,0.0742
Steven Cowley,StevenCowley_2009G,50,M,White,Non-US,1643,592,2.777,6.06,167.03,155.34,0.04504,0.05478,0.0493,0.05539,0.10834,0.06695,0.05843
Steven Levitt,StevenLevitt_2004,37,M,White,US,3947,1275,3.095,6.4,169.98,155.34,0.16379,0.17699,0.14779,0.21534,0.21965,0.17776,0.18639
Steven Wise,StevenWise_2015,63,M,White,US,2332,862,2.706,6.92,157.97,146.79,0.0759,0.09691,0.08448,0.14966,0.13722,0.0952,0.1012
Steve Silberman,SteveSilberman_2015,,M,White,US,1883,833,2.262,8.42,164.57,148.15,0.02284,0.04249,0.03293,0.03771,0.07966,0.04992,0.04036
Steve Truglia,SteveTruglia_2009G,47,M,White,Non-US,2837,871,3.259,6.35,170.68,152.38,0.07684,0.09094,0.07155,0.09411,0.15086,0.10504,0.12619
Stuart Firestein,StuartFirestein_2013,,M,White,US,3559,1113,3.196,6.38,154.02,133.33,0.03682,0.05312,0.04413,0.33642,0.08066,0.05143,0.05537
Sue Klebold,SueKlebold_2016P,67,F,White,US,2034,922,2.206,6.97,190.87,195.12,0.00935,0.01969,0.02265,0.02462,0.06253,0.04727,0.02265
Suheir Hammad,SuheirHammad_2010W,37,F,Asian,L2,639,350,1.826,7.07,201.29,213.33,0.0313,0.04382,0.03912,0.05321,0.08451,0.08294,0.06103
Suki Kim,SukiKim_2015,,F,Asian,L2,1474,757,1.947,7.07,211.68,222.22,0.02374,0.03731,0.03935,0.05631,0.13501,0.09159,0.06716
Sunitha Krishnan,SunithaKrishnan_2009I,37,F,Asian,L2,1526,759,2.011,6.84,282.93,290.91,0.05049,0.09705,0.07934,0.0859,0.18754,0.13705,0.1423
Sunni Brown,SunniBrown_2011,,F,White,US,961,347,2.767,7.75,249.77,250,0.02289,0.0333,0.03122,0.03954,0.06035,0.04162,0.0281
Susan Blackmore,SusanBlackmore_2008,57,F,White,Non-US,3109,1168,2.662,6.12,185.79,173.91,0.05793,0.06534,0.05922,0.07757,0.12359,0.07789,0.0943
Susan Cain,SusanCain_2012,44,F,White,US,3240,1141,2.84,6.93,204.27,205.13,0.03796,0.05123,0.05093,0.05556,0.08858,0.05247,0.04938
Susan Lim,SusanLim_2010P,,F,Asian,L2,1876,983,1.909,7.88,198.15,202.53,0.03358,0.06503,0.03731,0.0565,0.13486,0.09222,0.06983
Suzana Herculano Houzel,SuzanaHerculanoHouzel_2013G,41,F,Latino,L2,2372,812,2.922,6.44,230.34,225.35,0.01688,0.0384,0.03207,0.06498,0.08523,0.04304,0.03713
Suzanne Barakat,SuzanneBarakat_2016W,,F,White,US,2196,893,2.459,7.52,181.22,186.05,0.04421,0.04877,0.06427,0.06518,0.1299,0.06928,0.06746
Suzanne Simard,SuzanneSimard_2016T,,F,White,US,2649,1103,2.401,7.02,206.06,207.79,0.03512,0.04947,0.05174,0.06156,0.12538,0.06382,0.071
Svante Paabo,SvantePaabo_2011G,56,M,White,L2,2576,1019,2.529,6.54,145.26,117.65,0.05878,0.07474,0.08408,0.1086,0.1775,0.11522,0.10666
Sylvia Earle,SylviaEarle_2009,74,F,White,US,2538,1088,2.332,7.07,153.53,149.53,0.04317,0.05822,0.04752,0.06495,0.10812,0.06733,0.07604
Tabetha Boyajian,TabethaBoyajian_2016,36,F,White,US,2010,831,2.42,6.97,223.66,231.88,0.0349,0.05932,0.04187,0.12911,0.09023,0.05284,0.07029
Taiye Selasi,TaiyeSelasi_2014G,35,F,Black,US,2249,968,2.323,7.19,168.64,160,0.03068,0.05024,0.05291,0.05336,0.1036,0.07603,0.06625
Takaharu Tezuka,TakaharuTezuka_2014X,50,M,Asian,L2,941,591,1.591,5.9,173,166.67,0.21679,0.21573,0.22742,0.26249,0.31668,0.27949,0.26886
Tal Danino,TalDanino_2015U,,M,White,US,663,255,2.6,8.57,142.57,119.4,0.02262,0.04374,0.01659,0.0362,0.06637,0.04072,0.02866
Tali Sharot,TaliSharot_2012,,F,White,Non-US,2677,1057,2.532,6.57,216.74,207.79,0.02333,0.05342,0.03574,0.06396,0.0617,0.04665,0.04966
Talithia Williams,TalithiaWilliams_2014X,,F,Black,US,2669,1027,2.598,6.22,236.28,242.42,0.08321,0.11019,0.10945,0.10757,0.1503,0.12106,0.12519
Tania Simoncelli,TaniaSimoncelli_2014X,,F,Asian,US,2675,1090,2.455,7.41,194.65,192.77,0.02583,0.04231,0.03257,0.03295,0.08611,0.05466,0.04193
Tavi Gevinson,TaviGevinson_2012X,16,F,White,US,1091,447,2.439,7.6,211.16,210.53,0.0495,0.06141,0.05316,0.05316,0.09716,0.06966,0.07149
Taylor Wilson,TaylorWilson_2013,19,M,White,US,2134,774,2.759,6.82,181.09,164.95,0.05772,0.09291,0.05913,0.17738,0.10558,0.07743,0.06804
Teddy Cruz,TeddyCruz_2013G,51,M,Latino,L2,1769,794,2.227,8.22,191.92,153.85,0.04579,0.07631,0.06444,0.08819,0.14415,0.09497,0.07688
Terry Moore,TerryMoore_2012,,M,White,US,494,234,2.113,7.9,153.6,132.23,0.04656,0.05466,0.05668,0.04656,0.083,0.0587,0.06073
Thandie Newton,ThandieNewton_2011G,39,F,Black,Non-US,1685,832,2.024,7.09,197.79,205.13,0.02908,0.04273,0.04036,0.03739,0.08309,0.05104,0.04926
Thelma Golden,ThelmaGolden_2009,44,F,Black,US,1842,745,2.471,7.08,255.86,235.29,0.02063,0.0456,0.02714,0.07058,0.06678,0.04343,0.0418
Thomas Barnett,ThomasBarnett_2005,43,M,White,US,3821,1401,2.727,6.55,159.62,150.94,0.07276,0.09291,0.08846,0.12143,0.14708,0.11123,0.11751
Thomas Insel,ThomasInsel_2013X,62,M,White,US,2114,783,2.699,7.01,152.88,140.35,0.02279,0.03751,0.03561,0.08547,0.06268,0.05318,0.03609
Tierney Thys,TierneyThys_2003,37,F,White,US,2646,1002,2.641,7.02,237.61,235.29,0.06364,0.07689,0.07008,0.08447,0.12689,0.08598,0.08788
Tim Berners Lee,TimBernersLee_2014U,59,M,White,Non-US,1105,407,2.714,6.6,164.12,139.13,0.12193,0.12557,0.13012,0.20018,0.19836,0.15105,0.13194
Tim Brown,TimBrown_2009G,,M,White,Non-US,2516,1007,2.499,7.39,155.57,130.08,0.03816,0.05127,0.04412,0.04054,0.07989,0.05564,0.04491
Tim Ferriss,TimFerriss_2017,40,M,White,US,2155,806,2.674,7.15,142.53,118.52,0.04408,0.07703,0.05615,0.058,0.11137,0.06821,0.07935
Tim Leberecht,TimLeberecht_2016T,,M,White,L2,1645,709,2.32,8,151.48,126.98,0.03465,0.04985,0.04985,0.05714,0.10821,0.06261,0.06565
Tim Urban,TimUrban_2016,27,M,White,US,2220,848,2.619,6.33,196.53,188.24,0.0509,0.06532,0.07703,0.07477,0.10225,0.08108,0.1027
Toby Shapshak,TobyShapshak_2013G,,M,White,Non-US,1186,474,2.5,6.91,162.39,130.08,0.07173,0.07173,0.07679,0.10295,0.13755,0.11477,0.09114
Todd Scott,ToddScott_2017S,,M,White,US,950,327,2.907,6.89,192.75,175.82,0.11474,0.12632,0.12211,0.12421,0.16526,0.12632,0.13684
Tom Chatfield,TomChatfield_2010G,30,M,White,Non-US,2786,985,2.827,6.7,153.63,141.59,0.05149,0.06878,0.06842,0.09831,0.14872,0.09795,0.09795
Tom Wujec,TomWujec_2013G,54,M,White,US,1381,545,2.532,7.1,166.29,150.94,0.04634,0.063,0.06372,0.10789,0.07965,0.06662,0.06807
Tony Porter,TonyPorter_2010W,58,M,Black,US,1933,670,2.884,5.99,163.86,142.86,0.08226,0.0926,0.10036,0.12416,0.16503,0.13399,0.15261
Tracy Chevalier,TracyChevalier_2012S,50,F,White,US,2376,858,2.769,6.01,190.95,188.24,0.02399,0.03325,0.03114,0.0383,0.06818,0.04335,0.04167
Tristan Harris,TristanHarris_2014X,30,M,White,US,2151,900,2.39,6.38,189.22,153.85,0.04695,0.05997,0.05811,0.08833,0.07717,0.07671,0.07206
Tristram Stuart,TristramStuart_2012S,35,M,White,Non-US,2520,852,2.957,6.89,152.72,133.33,0.02303,0.03932,0.0282,0.07863,0.07665,0.04607,0.0417
Tristram Wyatt,TristramWyatt_2013X,57,M,White,Non-US,2255,894,2.522,6.83,159.17,148.15,0.02176,0.03419,0.03419,0.1119,0.1048,0.04796,0.06572
Trita Parsi,TritaParsi_2013G,39,M,Asian,L2,1364,645,2.114,8.09,197.58,175.82,0.03152,0.08138,0.06085,0.08944,0.16056,0.09311,0.03226
Tshering Tobgay,TsheringTobgay_2016,51,M,Asian,L2,2190,1139,1.923,7.11,162.81,150.94,0.02881,0.05258,0.04435,0.06081,0.14129,0.09236,0.07316
Uldus Bakhtiozina,UldusBakhtiozina_2014U,28,F,White,L2,437,248,1.763,8.04,212.92,210.53,0.0984,0.11442,0.13959,0.13272,0.18993,0.18078,0.15332
Vanessa Ruiz,VanessaRuiz_2015P,65,F,Latino,US,1516,687,2.207,8.15,202.35,195.12,0.02177,0.03694,0.04815,0.04683,0.10026,0.05343,0.06398
Van Jones,VanJones_2010X,42,M,Black,US,2108,766,2.751,6.17,148.52,126.98,0.13824,0.13587,0.13159,0.1734,0.15819,0.14679,0.12352
Vijay Kumar,VijayKumar_2015X,53,M,Asian,Non-US,1908,794,2.404,7.23,199.38,186.05,0.04722,0.10546,0.06768,0.07188,0.11857,0.07922,0.07975
Vik Muniz,VikMuniz_2003,42,M,Latino,L2,2308,892,2.588,6.86,167.04,149.53,0.12538,0.14187,0.12364,0.22863,0.21735,0.18221,0.17831
Vikram Patel,VikramPatel_2012G,48,M,Asian,Non-US,1981,739,2.68,7.76,194.48,181.82,0.03957,0.07103,0.04059,0.07052,0.10147,0.0553,0.04668
Vilayanur Ramachandran,VilayanurRamachandran_2009I,58,M,Asian,Non-US,1496,460,3.25,6.93,148.17,136.75,0.06421,0.08361,0.07224,0.10234,0.1291,0.09565,0.09565
Vincent Cochetel,VincentCochetel_2014X,,M,White,L2,2529,1191,2.123,6.67,196.03,155.34,0.07355,0.09648,0.10399,0.28035,0.19533,0.17596,0.14512
Virginia Postrel,VirginiaPostrel_2004,44,F,White,US,2764,970,2.85,6.65,238.97,235.29,0.06404,0.07779,0.06548,0.14436,0.1487,0.09117,0.09624
Wade Davis,WadeDavis_2008,55,M,White,US,3587,1152,3.113,7.51,134.97,120.3,0.04851,0.07304,0.06412,0.11374,0.13214,0.07611,0.06217
Wael Ghonim,WaelGhonim_2015G,35,M,White,L2,1721,818,2.104,7.44,165.96,150.94,0.03254,0.05694,0.03312,0.04184,0.07263,0.06334,0.04184
Wanda Diaz Merced,WandaDiazMerced_2016,,F,Latino,L2,1532,680,2.254,7.11,206.85,207.79,0.0705,0.07898,0.09661,0.10379,0.18081,0.13642,0.11554
Wayne Mc Gregor,WayneMcGregor_2012G,42,M,White,Non-US,2522,915,2.756,5.74,174.67,152.38,0.07851,0.08961,0.1368,0.25773,0.21372,0.1709,0.22601
Wes Moore,WesMoore_2014S,36,M,Black,US,2521,868,2.906,6.44,133.27,109.59,0.04565,0.05002,0.04843,0.08495,0.0786,0.07146,0.05875
William Black,WilliamBlack_2013X,62,M,White,US,2477,1129,2.195,7.5,167.55,139.13,0.02632,0.05142,0.03482,0.03927,0.07409,0.05789,0.05587
William Kamkwamba,WilliamKamkwamba_2009G,22,M,Black,L2,552,356,1.551,6.46,186.3,173.91,0.08152,0.08514,0.08696,0.11775,0.3587,0.24094,0.16667
William Mc Donough,WilliamMcDonough_2005,54,M,White,Non-US,3516,1200,2.931,7.21,122.78,89.89,0.06515,0.09104,0.07653,0.13627,0.14623,0.14481,0.1175
William Noel,WilliamNoel_2012S,,M,White,Non-US,2502,890,2.81,6.41,157.32,118.52,0.03797,0.05476,0.05596,0.06715,0.13829,0.08313,0.08553
William Ury,WilliamUry_2010X,57,M,White,US,3148,1122,2.806,6.24,153.2,142.86,0.03591,0.05084,0.04258,0.05815,0.08008,0.05847,0.05116
Willie Smits,WillieSmits_2009,52,M,White,L2,3466,1236,2.804,6.65,142.09,129.03,0.06559,0.08032,0.07657,0.13551,0.14938,0.11037,0.10835
Will Marshall,WillMarshall_2014,62,M,White,Non-US,1333,485,2.747,6.93,166.75,149.53,0.03901,0.05476,0.04801,0.05776,0.09227,0.06677,0.07802
Will Wright,WillWright_2007,47,M,White,US,3438,997,3.448,6.23,153.08,129.03,0.1719,0.18732,0.17801,0.25829,0.2356,0.22426,0.21902
Woody Norris,WoodyNorris_2004,85,M,White,US,2379,823,2.89,6.55,150.15,131.15,0.03408,0.05637,0.04207,0.0509,0.0833,0.05764,0.06437
Xavier Vilalta,XavierVilalta_2013G,33,M,White,L2,1327,464,2.858,7.5,135.05,109.59,0.07762,0.10173,0.09495,0.17709,0.22758,0.15147,0.14619
Yang Lan,YangLan_2011G,43,F,Asian,L2,2407,1031,2.335,7.39,256.85,235.29,0.06539,0.08413,0.06914,0.0883,0.12287,0.10496,0.09163
Yasheng Huang,YashengHuang_2011G,,M,Asian,L2,2518,1128,2.231,6.64,171.92,142.86,0.05299,0.08207,0.07769,0.11554,0.12869,0.1008,0.10398
Yochai Benkler,YochaiBenkler_2005G,41,M,White,Non-US,2676,1073,2.495,7.36,163.19,150.94,0.03894,0.07488,0.04118,0.04979,0.07563,0.05578,0.04081
Zahra Langhi,ZahraLanghi_2012X,37,F,White,L2,988,588,1.68,8.35,195.71,195.12,0.03951,0.07599,0.05775,0.05674,0.12969,0.08916,0.07599
Zainab Salbi,ZainabSalbi_2010G,41,F,White,L2,2230,1063,2.098,6.97,189.08,192.77,0.04942,0.06963,0.07457,0.08805,0.13792,0.08985,0.0867
Zak Ebrahim,ZakEbrahim_2014,31,M,White,US,1373,554,2.479,7.8,144.74,115.11,0.0335,0.0386,0.04224,0.05025,0.08521,0.06336,0.04224
Zeresenay Alemseged,ZeresenayAlemseged_2007G,38,M,Black,L2,2462,951,2.588,6.73,179.08,181.82,0.07645,0.09313,0.08621,0.11427,0.1769,0.12851,0.10167
Zeynep Tufekci,ZeynepTufekci_2016T,,F,White,L2,2416,1066,2.266,7.24,229.06,228.57,0.0501,0.0588,0.06874,0.09027,0.15197,0.10269,0.09193
Ziauddin Yousafzai,ZiauddinYousafzai_2014,45,M,Asian,Non-US,1742,996,1.748,6.69,270.88,262.3,0.05683,0.07692,0.07865,0.08266,0.1837,0.10218,0.0884
Zubaida Bai,ZubaidaBai_2016S,,F,Asian,Non-US,1050,409,2.568,7.21,231.78,246.15,0.0286,0.05052,0.04576,0.0572,0.09724,0.07054,0.06482
